#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Citrobacter sp. B72","Bacteria;Pseudomonadota;Gammaproteobacteria","B72","SAMN17734265","PRJNA698657","GCA_016894305.1","Complete",5.54245,51.4578,"chromosome:CP069801.1; plasmid pB72A:CP069802.1; plasmid pB72B:CP069803.1; plasmid pB72C:CP069804.1; plasmid pB72D:CP069805.1",,5,5136,"2021-02-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/894/305/GCA_016894305.1_ASM1689430v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/894/305/GCF_016894305.1_ASM1689430v1"
"Bordetella pertussis","Bacteria;Pseudomonadota;Betaproteobacteria","J155","SAMN04383587","PRJNA279196","GCA_001989135.1","Complete",4.10638,67.7,"chromosome:NZ_CP013896.1/CP013896.1",,1,3675,"2017-02-06T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/989/135/GCF_001989135.1_ASM198913v1"
"Klebsiella pneumoniae","Bacteria;Pseudomonadota;Gammaproteobacteria","IR12061_1","SAMN28095484","PRJNA835045","GCA_023573765.1","Complete",5.8188,56.8821,"chromosome:NZ_CP097679.1/CP097679.1; plasmid unnamed1:NZ_CP097680.1/CP097680.1; plasmid unnamed2:NZ_CP097681.1/CP097681.1; plasmid unnamed3:NZ_CP097682.1/CP097682.1",,4,5496,"2022-05-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/573/765/GCA_023573765.1_ASM2357376v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/573/765/GCF_023573765.1_ASM2357376v1"
"Acinetobacter baumannii","Bacteria;Pseudomonadota;Gammaproteobacteria","37662","SAMN11997569","PRJNA548006","GCA_025402915.1","Complete",4.04808,39.1685,"chromosome:NZ_CP104751.1/CP104751.1; plasmid pWT37662:NZ_CP104752.1/CP104752.1",,2,3732,"2022-09-26T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/402/915/GCF_025402915.1_ASM2540291v1"
"Pseudomonas aeruginosa","Bacteria;Pseudomonadota;Gammaproteobacteria","2021CK-01315","SAMN21493842","PRJNA878812","GCA_029961445.1","Complete",6.59651,66.3,"chromosome:CP124667.1",,1,6024,"2023-05-10T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/961/445/GCF_029961445.1_ASM2996144v1"
"Helicobacter pylori F16","Bacteria;Campylobacterota;Epsilonproteobacteria","F16","SAMD00060971","PRJDA50589","GCA_000270005.1","Complete",1.5754,38.9,"chromosome:NC_017368.1/AP011940.1",,1,1385,"2011-01-07T23:05:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/270/005/GCA_000270005.1_ASM27000v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/270/005/GCF_000270005.1_ASM27000v1"
"Staphylococcus aureus","Bacteria;Terrabacteria group;Bacillota","IVB6171","SAMN26923331","PRJNA819273","GCA_025561585.1","Complete",2.90268,32.8808,"chromosome:NZ_CP095109.1/CP095109.1; plasmid unnamed1:NZ_CP095110.1/CP095110.1; plasmid unnamed2:NZ_CP095111.1/CP095111.1",,3,2698,"2022-10-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/561/585/GCF_025561585.1_ASM2556158v1"
"Salmonella enterica subsp. enterica","Bacteria;Pseudomonadota;Gammaproteobacteria","CFSA122","SAMN10279393","PRJNA498334","GCA_004124035.2","Complete",5.17908,51.9028,"chromosome:NZ_CP033226.2/CP033226.2; plasmid pCFSA122-1:NZ_CP033224.2/CP033224.2; plasmid pCFSA122-2:NZ_CP033225.2/CP033225.2",,3,4823,"2019-01-31T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/124/035/GCF_004124035.2_ASM412403v2"
"Salmonella enterica subsp. enterica","Bacteria;Pseudomonadota;Gammaproteobacteria","3018683606","SAMN26818630","PRJNA818143","GCA_022760155.1","Complete",5.14987,52.1538,"chromosome:NZ_CP094332.1/CP094332.1; plasmid pST3606-1:NZ_CP094333.1/CP094333.1; plasmid pST3606-2:NZ_CP094334.1/CP094334.1; plasmid pST3606-3:NZ_CP094335.1/CP094335.1; plasmid pST3606-4:NZ_CP094336.1/CP094336.1; plasmid pST3606-5:NZ_CP094337.1/CP094337.1",,6,4836,"2022-03-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/760/155/GCA_022760155.1_ASM2276015v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/760/155/GCF_022760155.1_ASM2276015v1"
"Staphylococcus aureus","Bacteria;Terrabacteria group;Bacillota","SR153","SAMN13008646","PRJNA576781","GCA_010669265.1","Complete",2.94097,32.6841,"chromosome:NZ_CP048643.1/CP048643.1; plasmid pSR01:NZ_CP048644.1/CP048644.1; plasmid pSR02:NZ_CP048645.1/CP048645.1; plasmid pSR03:NZ_CP048646.1/CP048646.1",,4,2727,"2020-02-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/669/265/GCA_010669265.1_ASM1066926v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/669/265/GCF_010669265.1_ASM1066926v1"
"Escherichia coli","Bacteria;Pseudomonadota;Gammaproteobacteria","Es_ST80_L1_NDM_10_2017","SAMN09710898","PRJNA482002","GCA_003346835.1","Complete",5.31325,50.3408,"chromosome:NZ_CP031215.1/CP031215.1; plasmid pEsST80_L1_NDM:NZ_CP031216.1/CP031216.1",,2,4746,"2018-07-31T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/346/835/GCF_003346835.1_ASM334683v1"
"Helicobacter pylori F30","Bacteria;Campylobacterota;Epsilonproteobacteria","F30","SAMD00060972","PRJDA50591","GCA_000270025.1","Complete",1.57969,38.7728,"chromosome:NC_017365.1/AP011941.1; plasmid pHPF30:NC_017369.1/AP011942.1",,2,1404,"2011-01-07T23:05:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/270/025/GCA_000270025.1_ASM27002v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/270/025/GCF_000270025.1_ASM27002v1"
"Pseudomonas aeruginosa","Bacteria;Pseudomonadota;Gammaproteobacteria","PA1616","SAMN24579862","PRJNA793718","GCA_023066845.1","Complete",6.59639,66.3,"chromosome:NZ_CP090648.1/CP090648.1",,1,5990,"2022-04-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/066/845/GCA_023066845.1_ASM2306684v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/066/845/GCF_023066845.1_ASM2306684v1"
"Acinetobacter baumannii","Bacteria;Pseudomonadota;Gammaproteobacteria","Ab-3556","SAMN30929087","PRJNA882199","GCA_025402975.1","Complete",4.01673,38.8924,"chromosome:NZ_CP104786.1/CP104786.1; plasmid punamed1:NZ_CP104787.1/CP104787.1; plasmid punamed2:NZ_CP104785.1/CP104785.1",,3,3699,"2022-09-26T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/402/975/GCF_025402975.1_ASM2540297v1"
"Klebsiella pneumoniae","Bacteria;Pseudomonadota;Gammaproteobacteria","CRKP_38","SAMN31207067","PRJNA888051","GCA_028219995.1","Complete",5.98546,56.868,"chromosome:CP107334.1; plasmid unnamed1:CP107335.1; plasmid unnamed2:CP107336.1; plasmid unnamed3:CP107337.1; plasmid unnamed4:CP107338.1; plasmid unnamed5:CP107339.1; plasmid unnamed6:CP107340.1",,7,0,"2023-01-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/219/995/GCF_028219995.1_ASM2821999v1"
"Bordetella pertussis","Bacteria;Pseudomonadota;Betaproteobacteria","J107","SAMN03854500","PRJNA279196","GCA_001985965.1","Complete",4.10638,67.7,"chromosome:NZ_CP012088.1/CP012088.1",,1,3633,"2017-02-06T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/985/965/GCF_001985965.1_ASM198596v1"
"Citrobacter freundii complex sp. CFNIH9","Bacteria;Pseudomonadota;Gammaproteobacteria","CFNIH9","SAMN04287052","PRJNA430813","GCA_002903305.1","Complete",5.68835,51.5672,"chromosome:CP026238.1; plasmid pCFR-1cb6:CP026240.1; plasmid pKPC-9d88:CP026239.1; plasmid pCFR-eb27:CP026242.1; plasmid pCFR-e790:CP026241.1",,5,5438,"2018-01-29T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/903/305/GCF_002903305.1_ASM290330v1"
"Citrobacter sp. SL156","Bacteria;Pseudomonadota;Gammaproteobacteria","SL156","SAMN08397032","PRJNA431622","GCA_004101905.1","Complete",5.44324,51.8361,"chromosome:CP026550.1; plasmid unnamed2:CP026551.1; plasmid unnamed3:CP026552.1; plasmid unnamed4:CP026553.1; plasmid unnamed5:CP026554.1; plasmid unnamed6:CP026555.1; plasmid unnamed7:CP026556.1",,7,5178,"2019-01-22T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/101/905/GCF_004101905.1_ASM410190v1"
"Bordetella pertussis","Bacteria;Pseudomonadota;Betaproteobacteria","J161","SAMN04383589","PRJNA279196","GCA_001989175.1","Complete",4.10638,67.7,"chromosome:NZ_CP013898.1/CP013898.1",,1,3677,"2017-02-06T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/989/175/GCF_001989175.1_ASM198917v1"
"Klebsiella pneumoniae","Bacteria;Pseudomonadota;Gammaproteobacteria","400195-1-18","SAMN21016517","PRJNA759850","GCA_021137895.1","Complete",5.91987,56.7143,"chromosome:NZ_CP083047.1/CP083047.1; plasmid p1-400195-1-18:NZ_CP083048.1/CP083048.1; plasmid p2-400195-1-18:NZ_CP083049.1/CP083049.1; plasmid p400195-1-18-OXA232:NZ_CP083050.1/CP083050.1",,4,5489,"2021-12-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/137/895/GCA_021137895.1_ASM2113789v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/137/895/GCF_021137895.1_ASM2113789v1"
"Acinetobacter baumannii","Bacteria;Pseudomonadota;Gammaproteobacteria","N13-03449","SAMN07258679","PRJNA390934","GCA_008244885.1","Complete",3.93636,39,"chromosome:NZ_CP043417.1/CP043417.1",,1,3591,"2019-09-03T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/244/885/GCF_008244885.1_ASM824488v1"
"Pseudomonas aeruginosa","Bacteria;Pseudomonadota;Gammaproteobacteria","SRRSH1521","SAMN19950569","PRJNA672835","GCA_019857525.1","Complete",6.63548,66.1717,"chromosome:NZ_CP077997.1/CP077997.1; plasmid pSRRSH1521:NZ_CP077998.1/CP077998.1",,2,6067,"2021-09-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/857/525/GCA_019857525.1_ASM1985752v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/857/525/GCF_019857525.1_ASM1985752v1"
"Helicobacter pylori 52","Bacteria;Campylobacterota;Epsilonproteobacteria","52","SAMN02603357","PRJNA39507","GCA_000023805.1","Complete",1.56883,38.9,"chromosome:CP001680.1",,1,1405,"2009-10-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/805/GCA_000023805.1_ASM2380v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/805/GCF_000023805.1_ASM2380v1"
"Escherichia coli","Bacteria;Pseudomonadota;Gammaproteobacteria","YZLc1-3","SAMN30724592","PRJNA877800","GCA_025583585.2","Complete",5.42377,50.5795,"chromosome:CP123240.1; plasmid pYZLc1-3_160k:CP123241.1; plasmid pYZLc1-3_2k:CP123243.1; plasmid pYZLc1-3_NDM-5_46k:CP123242.1",,4,4955,"2023-04-18T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/583/585/GCF_025583585.2_ASM2558358v2"
"Staphylococcus aureus","Bacteria;Terrabacteria group;Bacillota","UP_462","SAMN11175606","PRJNA528186","GCA_009912835.1","Complete",2.84879,32.9,"chromosome:NZ_CP047796.1/CP047796.1",,1,2642,"2020-01-22T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/912/835/GCF_009912835.1_ASM991283v1"
"Salmonella enterica subsp. enterica","Bacteria;Pseudomonadota;Gammaproteobacteria","CFSA244","SAMN10290237","PRJNA498334","GCA_004124095.2","Complete",5.16747,51.7974,"chromosome:NZ_CP033255.2/CP033255.2; plasmid pCFSA244-1:NZ_CP033253.2/CP033253.2; plasmid pCFSA244-2:NZ_CP033254.2/CP033254.2",,3,4808,"2019-01-31T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/124/095/GCF_004124095.2_ASM412409v2"
"Salmonella enterica subsp. enterica","Bacteria;Pseudomonadota;Gammaproteobacteria","S2122","SAMN31601029","PRJNA898106","GCA_026153595.1","Complete",5.26511,51.9356,"chromosome:NZ_CP110657.1/CP110657.1; plasmid pS2122_1:NZ_CP110658.1/CP110658.1; plasmid pS2122_2_NDM-5:NZ_CP110659.1/CP110659.1; plasmid pS2122_3:NZ_CP110660.1/CP110660.1",,4,4956,"2022-11-13T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/153/595/GCF_026153595.1_ASM2615359v1"
"Staphylococcus aureus","Bacteria;Terrabacteria group;Bacillota","EDCC5458","SAMN07310520","PRJNA392813","GCA_002786465.1","Complete",2.84852,32.9,"chromosome:NZ_CP022290.1/CP022290.1",,1,2724,"2017-11-20T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/786/465/GCF_002786465.1_ASM278646v1"
"Escherichia coli","Bacteria;Pseudomonadota;Gammaproteobacteria","C25","SAMN35637911","PRJNA980462","GCA_030285605.1","Complete",5.24347,50.4472,"chromosome:CP127314.1; plasmid pC2501:CP127315.1",,2,4649,"2023-06-18T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/285/605/GCF_030285605.1_ASM3028560v1"
"Helicobacter pylori 35A","Bacteria;Campylobacterota;Epsilonproteobacteria","35A","SAMN02299423","PRJNA34603","GCA_000178935.2","Complete",1.56665,38.9,"chromosome:NC_017360.1/CP002096.1",,1,1387,"2010-12-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/935/GCA_000178935.2_ASM17893v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/178/935/GCF_000178935.2_ASM17893v2"
"Bacillus anthracis","Bacteria;Terrabacteria group;Bacillota","Cvac02","SAMN02898388","PRJNA252785","GCA_000747335.1","Complete",5.22717,35.4,"chromosome:CP008853.1",,1,5382,"2014-09-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/747/335/GCA_000747335.1_ASM74733v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/747/335/GCF_000747335.1_ASM74733v1"
"Pseudomonas aeruginosa","Bacteria;Pseudomonadota;Gammaproteobacteria","PA0523","SAMN24059709","PRJNA789140","GCA_021266605.1","Complete",6.58977,66,"chromosome:NZ_CP089849.1/CP089849.1",,1,6048,"2021-12-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/266/605/GCA_021266605.1_ASM2126660v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/266/605/GCF_021266605.1_ASM2126660v1"
"Acinetobacter baumannii","Bacteria;Pseudomonadota;Gammaproteobacteria","Ab04-mff","SAMN03817045","PRJNA288605","GCA_001077655.1","Complete",4.19228,38.9197,"chromosome:NZ_CP012006.1/CP012006.1; plasmid pAB04-1:NZ_CP012007.1/CP012007.1; plasmid pAB04-2:NZ_CP012008.1/CP012008.1",,3,3879,"2015-07-14T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/077/655/GCF_001077655.1_ASM107765v1"
"Klebsiella pneumoniae","Bacteria;Pseudomonadota;Gammaproteobacteria","CRKP_40","SAMN31207069","PRJNA888051","GCA_028219955.1","Complete",5.98533,56.868,"chromosome:CP107320.1; plasmid unnamed1:CP107321.1; plasmid unnamed2:CP107322.1; plasmid unnamed3:CP107323.1; plasmid unnamed4:CP107324.1; plasmid unnamed5:CP107325.1; plasmid unnamed6:CP107326.1",,7,0,"2023-01-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/219/955/GCF_028219955.1_ASM2821995v1"
"Bordetella pertussis","Bacteria;Pseudomonadota;Betaproteobacteria","G085","SAMN04383565","PRJNA279196","GCA_001988675.1","Complete",4.10638,67.7,"chromosome:NZ_CP013874.1/CP013874.1",,1,3686,"2017-02-06T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/988/675/GCF_001988675.1_ASM198867v1"
"Citrobacter sp. MGH103","Bacteria;Pseudomonadota;Gammaproteobacteria","MGH103","SAMN03280163","PRJNA271899","GCA_001034475.3","Complete",5.40656,51.8142,"chromosome:CP073043.1; plasmid unnamed1:CP073044.1; plasmid unnamed2:CP073045.1; plasmid unnamed3:CP073046.2; plasmid unnamed4:CP073047.1",,5,0,"2021-04-14T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/034/475/GCF_001034475.2_ASM103447v3"
"Bordetella pertussis","Bacteria;Pseudomonadota;Betaproteobacteria","J323","SAMN08395630","PRJNA279196","GCA_004634905.1","Complete",4.10638,67.7,"chromosome:NZ_CP026440.1/CP026440.1",,1,3630,"2019-04-05T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/634/905/GCF_004634905.1_ASM463490v1"
"Klebsiella pneumoniae","Bacteria;Pseudomonadota;Gammaproteobacteria","CRKP_39","SAMN31207068","PRJNA888051","GCA_028219975.1","Complete",5.98533,56.868,"chromosome:CP107327.1; plasmid unnamed1:CP107328.1; plasmid unnamed2:CP107329.1; plasmid unnamed3:CP107330.1; plasmid unnamed4:CP107331.1; plasmid unnamed5:CP107332.1; plasmid unnamed6:CP107333.1",,7,0,"2023-01-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/219/975/GCF_028219975.1_ASM2821997v1"
"Acinetobacter baumannii","Bacteria;Pseudomonadota;Gammaproteobacteria","ACI713","SAMN23041240","PRJNA779589","GCA_020906565.1","Complete",3.93567,39.1,"chromosome:NZ_CP086759.1/CP086759.1",,1,3579,"2021-11-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/906/565/GCA_020906565.1_ASM2090656v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/906/565/GCF_020906565.1_ASM2090656v1"
"Pseudomonas aeruginosa","Bacteria;Pseudomonadota;Gammaproteobacteria","NY7770","SAMN28016687","PRJNA833753","GCA_027595005.1","Complete",6.58386,66.1,"chromosome:CP096912.1",,1,5936,"2023-01-09T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/595/005/GCF_027595005.1_ASM2759500v1"
"Bacillus anthracis","Bacteria;Terrabacteria group;Bacillota","Han","SAMN02898318","PRJNA252784","GCA_000747375.1","Complete",5.22543,35.4,"chromosome:CP008854.1",,1,5513,"2014-09-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/747/375/GCA_000747375.1_ASM74737v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/747/375/GCF_000747375.1_ASM74737v1"
"Helicobacter pylori Sat464","Bacteria;Campylobacterota;Epsilonproteobacteria","Sat464","SAMN02603200","PRJNA49453","GCA_000148915.1","Complete",1.56757,39.0742,"chromosome:NC_017359.1/CP002071.1; plasmid pHPSAT464:NC_017356.1/CP002072.1",,2,1406,"2010-10-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/915/GCA_000148915.1_ASM14891v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/915/GCF_000148915.1_ASM14891v1"
"Escherichia coli","Bacteria;Pseudomonadota;Gammaproteobacteria","08-00022","SAMN02688213","PRJNA241122","GCA_001677515.1","Complete",5.45618,50.6313,"chromosome:NZ_CP013662.1/CP013662.1; plasmid pCFSAN004179G:NZ_CP012501.1/CP012501.1",,2,5015,"2016-07-01T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/677/515/GCF_001677515.1_ASM167751v1"
"Staphylococcus aureus","Bacteria;Terrabacteria group;Bacillota","ZJ5499","SAMN03742530","PRJNA285271","GCA_001640885.1","Complete",2.84809,32.8,"chromosome:NZ_CP011685.1/CP011685.1",,1,2693,"2016-05-09T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/640/885/GCF_001640885.1_ASM164088v1"
"Salmonella enterica subsp. enterica","Bacteria;Pseudomonadota;Gammaproteobacteria","ST1539","SAMN10352160","PRJNA503085","GCA_007923125.1","Complete",4.99892,52.1188,"chromosome:NZ_CP035301.1/CP035301.1; plasmid pST1539:NZ_CP035302.1/CP035302.1",,2,4641,"2019-08-09T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/923/125/GCF_007923125.1_ASM792312v1"
"Salmonella enterica subsp. enterica","Bacteria;Pseudomonadota;Gammaproteobacteria","LSP 389/97","SAMN04849646","PRJNA318369","GCA_003347075.1","Complete",5.09934,52.2039,"chromosome:NZ_CP018219.1/CP018219.1; plasmid pUO-STmRV1:NZ_CP018220.1/CP018220.1",,2,4786,"2018-07-31T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/347/075/GCF_003347075.1_ASM334707v1"
"Staphylococcus aureus","Bacteria;Terrabacteria group;Bacillota","FDAARGOS_660","SAMN11056375","PRJNA231221","GCA_008693765.1","Complete",2.87081,32.8794,"chromosome:NZ_CP044106.1/CP044106.1; plasmid unnamed1:NZ_CP044105.1/CP044105.1",,2,2678,"2019-09-25T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/693/765/GCF_008693765.1_ASM869376v1"
"Helicobacter pylori oki128","Bacteria;Campylobacterota;Epsilonproteobacteria","oki128","SAMN03081490","PRJNA215150","GCA_000600125.1","Complete",1.55383,39,"chromosome:NZ_CP006822.1/CP006822.1",,1,1354,"2014-03-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/600/125/GCA_000600125.1_ASM60012v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/600/125/GCF_000600125.1_ASM60012v1"
"Escherichia coli","Bacteria;Pseudomonadota;Gammaproteobacteria","FDAARGOS_1265","SAMN16357407","PRJNA231221","GCA_016890045.1","Complete",5.42528,50.6633,"chromosome:NZ_CP069583.1/CP069583.1; plasmid unnamed1:NZ_CP069584.1/CP069584.1; plasmid unnamed2:NZ_CP069585.1/CP069585.1",,3,5016,"2021-02-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/890/045/GCA_016890045.1_ASM1689004v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/890/045/GCF_016890045.1_ASM1689004v1"
"Pseudomonas aeruginosa","Bacteria;Pseudomonadota;Gammaproteobacteria","2021CK-01494","SAMN22334977","PRJNA878812","GCA_029961505.1","Complete",6.58343,66.4,"chromosome:CP124669.1",,1,5994,"2023-05-10T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/961/505/GCF_029961505.1_ASM2996150v1"
"Acinetobacter baumannii","Bacteria;Pseudomonadota;Gammaproteobacteria","MDR-UNC","SAMN09769497","PRJNA484790","GCA_004136355.1","Complete",4.0585,39.1869,"chromosome:NZ_CP031444.1/CP031444.1; plasmid unnamed1:NZ_CP031445.1/CP031445.1; plasmid pAB120:NZ_CP031446.1/CP031446.1",,3,3771,"2019-02-04T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/136/355/GCF_004136355.1_ASM413635v1"
"Klebsiella pneumoniae","Bacteria;Pseudomonadota;Gammaproteobacteria","CRKP_36","SAMN31207065","PRJNA888051","GCA_028220175.1","Complete",5.98537,56.868,"chromosome:CP107345.1; plasmid unnamed1:CP107346.1; plasmid unnamed2:CP107347.1; plasmid unnamed3:CP107348.1; plasmid unnamed4:CP107349.1; plasmid unnamed5:CP107350.1; plasmid unnamed6:CP107351.1",,7,0,"2023-01-30T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/220/175/GCF_028220175.1_ASM2822017v1"
"Bordetella pertussis","Bacteria;Pseudomonadota;Betaproteobacteria","J185","SAMN08136991","PRJNA279196","GCA_004007095.1","Complete",4.10637,67.7,"chromosome:NZ_CP025343.1/CP025343.1",,1,3618,"2019-01-09T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/007/095/GCF_004007095.1_ASM400709v1"
"Bordetella pertussis","Bacteria;Pseudomonadota;Betaproteobacteria","I439","SAMN08164944","PRJNA279196","GCA_004009035.1","Complete",4.10637,67.7,"chromosome:NZ_CP025375.1/CP025375.1",,1,3622,"2019-01-09T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/009/035/GCF_004009035.1_ASM400903v1"
"Bacteroides uniformis","Bacteria;FCB group;Bacteroidota/Chlorobiota group","JCM13288","SAMN15069607","PRJNA636247","GCA_018831525.1","Complete",5.32911,46.2128,"chromosome:CP054204.1; plasmid unnamed1:CP054199.1; plasmid unnamed2:CP054200.1; plasmid unnamed3:CP054203.1; plasmid unnamed4:CP054202.1; plasmid unnamed5:CP054201.1",,6,0,"2021-06-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/831/525/GCA_018831525.1_ASM1883152v1",
"Klebsiella pneumoniae","Bacteria;Pseudomonadota;Gammaproteobacteria","400195-2-18","SAMN21016518","PRJNA759850","GCA_021137875.1","Complete",5.91975,56.7143,"chromosome:NZ_CP083043.1/CP083043.1; plasmid p1-400195-2-18:NZ_CP083044.1/CP083044.1; plasmid p2-400195-2-18:NZ_CP083045.1/CP083045.1; plasmid p400195-2-18-OXA232:NZ_CP083046.1/CP083046.1",,4,5489,"2021-12-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/137/875/GCA_021137875.1_ASM2113787v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/137/875/GCF_021137875.1_ASM2113787v1"
"Acinetobacter baumannii","Bacteria;Pseudomonadota;Gammaproteobacteria","11A1213CRGN064","SAMN07258648","PRJNA390934","GCA_008244865.1","Complete",3.93533,39,"chromosome:NZ_CP043419.1/CP043419.1",,1,3586,"2019-09-03T00:00:00Z",,"ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/244/865/GCF_008244865.1_ASM824486v1"
